CreateTime,Des,Emotions
1672392158,0,中性
1672392161,1,中性
1672392167,0,中性
1672392172,0,消极
1672392278,0,中性
1672392296,0,中性
1672392333,1,中性
1672392363,0,中性
1672392372,0,积极
1672392383,0,中性
1672392393,1,中性
1672392395,0,中性
1672392399,1,中性
1672392494,0,中性
1672392509,0,中性
1672392518,1,中性
1672392641,0,中性
1672392653,0,中性
1672392690,0,积极
1672393004,0,积极
1672393007,0,积极
1672393008,1,积极
1672393027,0,中性
1672393032,1,积极
1672393048,1,消极
1672393181,0,积极
1672394596,1,积极
1672394599,1,积极
1672394624,0,积极
1672394628,0,积极
1672394633,0,积极
1672394644,0,积极
1672394650,0,积极
1672394837,1,积极
1672394839,1,中性
1672394844,1,中性
1672395359,0,中性
1672395362,0,积极
1672395543,1,中性
1672395559,0,积极
1672399967,0,消极
1672399975,0,积极
1672400102,1,积极
1672400702,0,积极
1672402499,1,中性
1672402504,1,消极
1672402510,1,消极
1672402520,1,消极
1672402536,0,消极
1672402540,0,积极
1672402549,0,中性
1672402564,0,中性
1672402572,0,积极
1672403807,0,积极
1672405467,0,中性
1672407462,0,积极
1672409585,0,积极
1672409857,0,中性
1672409930,1,积极
1672409931,1,中性
1672409933,1,中性
1672409946,0,积极
1672409950,0,积极
1672409956,0,积极
1672418239,1,积极
1672418255,0,积极
1672418302,0,中性
1672418578,0,中性
1672419088,0,积极
1672419375,0,中性
1672419378,0,中性
1672419385,0,消极
1672419392,0,消极
1672419469,0,中性
1672419743,0,消极
1672419747,0,中性
1672419896,0,积极
1672419908,0,中性
1672419909,0,积极
1672419947,0,积极
1672419998,0,积极
1672420002,0,中性
1672420011,0,中性
1672420017,0,积极
1672420036,0,中性
1672420653,0,积极
1672420720,1,积极
1672420908,0,积极
1672421184,1,积极
1672421565,1,中性
1672421589,0,积极
1672421596,1,中性
1672421603,0,消极
1672421617,0,消极
1672421639,0,中性
1672421643,0,中性
1672421648,0,积极
1672421655,0,消极
1672421657,0,积极
1672421667,0,积极
1672421689,0,积极
1672421697,0,中性
1672421702,0,中性
1672421716,0,消极
1672421727,1,积极
1672421916,1,中性
1672421944,0,积极
1672421971,1,中性
1672421977,1,中性
1672421984,1,积极
1672421989,0,中性
1672421992,0,积极
1672422000,0,积极
1672422011,1,中性
1672422013,0,中性
1672422017,1,中性
1672422022,0,积极
1672422025,0,积极
1672422045,0,积极
1672422047,0,积极
1672422225,1,消极
1672422332,1,中性
1672422347,1,中性
1672422355,1,中性
1672422377,1,中性
1672422386,1,中性
1672422409,1,中性
1672422414,1,积极
1672422418,1,中性
1672422434,1,中性
1672422446,1,中性
1672422691,1,消极
1672423201,0,积极
1672423203,0,中性
1672423206,0,中性
1672423234,0,中性
1672423244,0,积极
1672423258,0,积极
1672423263,0,积极
1672423268,0,积极
1672423270,0,积极
1672423276,0,积极
1672423289,1,积极
1672423295,0,积极
1672423307,0,积极
1672423339,1,中性
1672423343,1,消极
1672423346,1,消极
1672423390,0,中性
1672423409,0,消极
1672423421,0,消极
1672423452,0,积极
1672423453,1,积极
1672423458,0,消极
1672423465,0,中性
1672423468,1,中性
1672423474,1,中性
1672423479,0,中性
1672423483,0,消极
1672423493,1,中性
1672423530,1,中性
1672423550,1,中性
1672423571,0,积极
1672423577,1,中性
1672423581,0,消极
1672423589,1,中性
1672423595,0,中性
1672423603,1,中性
1672423616,0,中性
1672423622,1,中性
1672423679,0,消极
1672423706,0,中性
1672423707,1,积极
1672423710,1,中性
1672423721,1,中性
1672423732,1,中性
1672423738,1,中性
1672423750,1,中性
1672423753,0,中性
1672423775,0,中性
1672423776,1,中性
1672423780,1,中性
1672423787,1,消极
1672423789,0,消极
1672423794,0,消极
1672423853,0,中性
1672423861,0,中性
1672423880,1,中性
1672423934,0,中性
1672423960,1,中性
1672423978,1,积极
1672424000,0,中性
1672424010,1,积极
1672424022,1,中性
1672424031,1,消极
1672424043,1,消极
1672424046,0,积极
1672424055,0,消极
1672424064,0,中性
1672424080,1,中性
1672424099,1,中性
1672424109,1,积极
1672424121,0,中性
1672424126,0,积极
1672424133,0,中性
1672424146,0,中性
1672424147,1,积极
1672424155,0,中性
1672424156,1,积极
1672424168,1,消极
1672424174,1,中性
1672424179,0,中性
1672424182,0,中性
1672424187,1,中性
1672424200,0,消极
1672424211,0,中性
1672424220,0,中性
1672424244,0,消极
1672424418,0,中性
1672424597,0,消极
1672424600,0,积极
1672424803,0,中性
1672424823,0,积极
1672424837,0,消极
1672424888,0,中性
1672424902,0,消极
1672425329,1,中性
1672425333,1,消极
1672425338,0,积极
1672425344,0,积极
1672425355,0,中性
1672425356,1,积极
1672425361,0,积极
1672425364,0,积极
1672448219,0,积极
1672448231,0,积极
1672449136,0,中性
1672449207,0,中性
1672449210,0,中性
1672449226,0,消极
1672449249,0,消极
1672449277,0,积极
1672452601,0,积极
1672452612,0,中性
1672452733,0,中性
1672456248,0,消极
1672456256,0,消极
1672456260,0,积极
1672457557,0,中性
1672457576,0,中性
1672457580,0,中性
1672457583,0,积极
1672457589,0,积极
1672458423,0,中性
1672458543,0,消极
1672458546,0,积极
1672458556,0,中性
1672458564,0,中性
1672458566,0,消极
1672458754,0,积极
1672458765,1,中性
1672458771,0,积极
1672458779,0,中性
1672458788,0,中性
1672458791,0,中性
1672458795,0,中性
1672458799,1,积极
1672458803,0,积极
1672458813,0,中性
1672458830,0,中性
1672458837,0,积极
1672458857,1,中性
1672458877,1,积极
1672458884,0,积极
1672458887,1,中性
1672458893,0,中性
1672458897,0,中性
1672458902,0,消极
1672458908,0,中性
1672458910,0,中性
1672458912,0,积极
1672458916,1,积极
1672458918,1,中性
1672458921,1,中性
1672458924,0,积极
1672458936,0,中性
1672458941,1,积极
1672458942,0,积极
1672458956,0,中性
1672458960,0,中性
1672458964,1,积极
1672458966,0,积极
1672458974,0,消极
1672458981,0,中性
1672458998,1,中性
1672459024,0,积极
1672459033,0,积极
1672459786,1,中性
1672459892,0,积极
1672459900,0,中性
1672459923,0,中性
1672459925,0,积极
1672460414,1,中性
1672460422,0,中性
1672463170,0,中性
1672463172,0,中性
1672465926,0,消极
1672469254,0,积极
1672470601,1,消极
1672470609,0,积极
1672470619,0,积极
1672471293,0,中性
1672471307,0,积极
1672471402,0,消极
1672471410,0,积极
1672471420,0,积极
1672471602,0,积极
1672471610,0,积极
1672471620,1,积极
1672471624,1,中性
1672471631,1,中性
1672471632,0,积极
1672471634,0,积极
1672471638,0,积极
1672471643,1,积极
1672471652,0,积极
1672471657,0,积极
1672471745,1,积极
1672471752,0,积极
1672471756,0,中性
1672471758,0,积极
1672471767,0,中性
1672471769,0,积极
1672472641,1,积极
1672472643,1,消极
1672472659,0,中性
1672472675,0,积极
1672472687,1,积极
1672472693,1,中性
1672472697,1,中性
1672472703,0,积极
1672472704,1,中性
1672472707,0,积极
1672472714,0,中性
1672472728,0,中性
1672472734,0,中性
1672475254,1,中性
1672475384,0,中性
1672475396,0,中性
1672475417,0,消极
1672477815,0,中性
1672477820,0,中性
1672477826,0,消极
1672481688,0,积极
1672481692,0,中性
1672482574,0,消极
1672484452,1,积极
1672484466,0,积极
1672484467,0,中性
1672491432,0,积极
1672491434,0,积极
1672492005,1,积极
1672492100,0,积极
1672497329,0,中性
1672497415,0,中性
1672497425,0,积极
1672497439,1,积极
1672497442,0,积极
1672497469,0,中性
1672497823,1,积极
1672498097,0,中性
1672498141,1,中性
1672498177,0,积极
1672498210,0,中性
1672498216,0,中性
1672498224,0,中性
1672498225,0,积极
1672498258,1,中性
1672498266,0,中性
1672498270,0,积极
1672498274,0,中性
1672498290,0,中性
1672498294,0,中性
1672498301,0,中性
1672498316,0,积极
1672498322,0,积极
1672499061,0,积极
1672499070,0,中性
1672499077,0,消极
1672499080,0,中性
1672499235,0,中性
1672499400,0,积极
1672499410,0,积极
1672500278,0,中性
1672500282,0,积极
1672500291,0,积极
1672500303,1,中性
1672500319,1,积极
1672500335,0,积极
1672500338,0,积极
1672500342,0,积极
1672500510,1,中性
1672500520,1,中性
1672500522,0,中性
1672500528,0,积极
1672500531,1,积极
1672500555,0,消极
1672500578,1,中性
1672500584,0,中性
1672500587,0,积极
1672500590,1,中性
1672500592,0,消极
1672500598,1,消极
1672500603,0,中性
1672500607,0,消极
1672500608,1,中性
1672500613,0,消极
1672500660,0,消极
1672500663,1,中性
1672500681,0,积极
1672500685,0,积极
1672500708,0,中性
1672500713,0,中性
1672500719,0,积极
1672500742,1,中性
1672500746,1,中性
1672500748,0,中性
1672500767,0,消极
1672500769,0,消极
1672500771,0,中性
1672500939,0,中性
1672500948,0,积极
1672501439,0,中性
1672502582,1,积极
1672502619,0,积极
1672502633,1,积极
1672503780,0,积极
1672503782,0,积极
1672503784,0,中性
1672503879,0,中性
1672505572,0,中性
1672506019,1,积极
1672506021,1,中性
1672506204,0,积极
1672506230,0,中性
1672506583,1,积极
1672507209,1,积极
1672507873,0,积极
1672507888,0,消极
1672507903,0,积极
1672507908,0,积极
1672507912,0,积极
1672508202,1,积极
1672532444,0,中性
1672532454,0,积极
1672532470,0,中性
1672537616,0,积极
1672542532,0,积极
1672542915,0,积极
1672543265,0,中性
1672543274,0,积极
1672543944,0,积极
1672543953,0,积极
1672543955,0,积极
1672544040,0,积极
1672544041,0,积极
1672544318,1,积极
1672544321,1,积极
1672544327,1,中性
1672544329,0,积极
1672544331,0,积极
1672544344,0,中性
1672544348,0,消极
1672544354,1,积极
1672547529,0,积极
1672547532,0,积极
1672547715,0,积极
1672552800,1,中性
1672553513,0,中性
1672553516,0,积极
1672553522,0,中性
1672553534,0,中性
1672553551,1,中性
1672553562,1,中性
1672553569,0,积极
1672553571,0,积极
1672553577,0,积极
1672553585,0,积极
1672553596,0,积极
1672556395,0,积极
1672556402,0,中性
1672556412,0,中性
1672556454,0,中性
1672556457,0,积极
1672557968,1,积极
1672557992,0,积极
1672558310,0,积极
1672558720,1,积极
1672558736,0,积极
1672558756,0,中性
1672559890,1,中性
1672559902,0,积极
1672559978,1,积极
1672559984,1,中性
1672559989,0,积极
1672559991,1,中性
1672559992,0,积极
1672559995,0,积极
1672560000,1,中性
1672560001,0,积极
1672560072,0,积极
1672561401,1,中性
1672561403,1,积极
1672561543,0,积极
1672561546,0,积极
1672561548,0,中性
1672561561,0,中性
1672561699,0,积极
1672562643,0,中性
1672562655,0,积极
1672562670,0,中性
1672562706,0,中性
1672562716,0,中性
1672562729,0,中性
1672562741,0,积极
1672562750,0,积极
1672562903,0,中性
1672562910,0,消极
1672562913,0,中性
1672562951,1,积极
1672562980,1,中性
1672562994,0,积极
1672563673,0,积极
1672563684,0,中性
1672563963,1,消极
1672563968,1,积极
1672563980,0,消极
1672563985,0,积极
1672564339,1,积极
1672564367,0,积极
1672564374,0,积极
1672564375,0,积极
1672564712,0,积极
1672564716,0,中性
1672565966,0,消极
1672565974,0,中性
1672565992,0,中性
1672566003,0,积极
1672566672,0,中性
1672567194,1,积极
1672567202,1,积极
1672567207,0,积极
1672567216,0,积极
1672567232,0,积极
1672567370,1,积极
1672567379,0,积极
1672567403,0,积极
1672567407,0,积极
1672567472,0,积极
1672570706,1,积极
1672570919,0,积极
1672570930,1,积极
1672570940,0,积极
1672570947,1,积极
1672570950,0,中性
1672570951,1,积极
1672570954,1,积极
1672570959,0,中性
1672570961,0,中性
1672570972,1,中性
1672570980,0,积极
1672570984,1,中性
1672570986,0,中性
1672570989,0,积极
1672570996,0,中性
1672570997,1,积极
1672570999,0,中性
1672571008,0,积极
1672571010,0,积极
1672571064,1,积极
1672571072,1,积极
1672571083,0,积极
1672571085,0,中性
1672571087,0,中性
1672571095,0,消极
1672577438,0,积极
1672577441,0,中性
1672587112,0,积极
1672587316,1,中性
1672587329,0,积极
1672587346,0,积极
1672587365,0,中性
1672587547,1,消极
1672587549,1,中性
1672587560,0,积极
1672587570,0,中性
1672587571,0,积极
1672587739,1,消极
1672587751,0,积极
1672587759,0,积极
1672588701,1,积极
1672588940,1,中性
1672588950,0,积极
1672588956,0,中性
1672588976,0,中性
1672589261,1,中性
1672589493,1,积极
1672589648,0,积极
1672589665,0,中性
1672589672,1,消极
1672589677,0,消极
1672589679,1,中性
1672589686,0,中性
1672589701,0,中性
1672589737,1,中性
1672589745,0,消极
1672589748,1,中性
1672589755,0,积极
1672589756,0,消极
1672589761,0,积极
1672589770,0,中性
1672589773,0,积极
1672590029,1,中性
1672590037,1,消极
1672590058,0,中性
1672590064,0,积极
1672590069,0,中性
1672590072,0,中性
1672590115,0,中性
1672591224,1,中性
1672591289,0,积极
1672591849,0,积极
1672591862,1,积极
1672591865,0,积极
1672591875,0,积极
1672591890,0,积极
1672591894,0,积极
1672591902,1,消极
1672591905,0,消极
1672591906,1,消极
1672591907,0,积极
1672591920,0,消极
1672592121,0,积极
1672592389,0,积极
1672592669,0,积极
1672593002,1,积极
1672593011,1,消极
1672594160,1,中性
1672620323,0,积极
1672620335,0,消极
1672620361,0,中性
1672622585,0,中性
1672626611,0,中性
1672626624,0,中性
1672629755,0,消极
1672633858,0,积极
1672633863,0,积极
1672640811,0,积极
1672642665,1,中性
1672642668,1,消极
1672642672,0,消极
1672642678,0,积极
1672642702,0,消极
1672642760,0,中性
1672643224,1,中性
1672643229,1,消极
1672643233,0,消极
1672643240,0,中性
1672643267,0,积极
1672643289,0,积极
1672643445,0,中性
1672643462,0,中性
1672644960,0,中性
1672645141,0,积极
1672645148,0,积极
1672645152,0,积极
1672645154,0,积极
1672645621,0,积极
1672647998,0,积极
1672648015,0,中性
1672648041,0,消极
1672648043,0,积极
1672648048,1,中性
1672648056,0,积极
1672648061,0,积极
1672648068,0,积极
1672648080,0,积极
1672649822,0,积极
1672649825,0,消极
1672649826,0,积极
1672649831,0,积极
1672649832,0,积极
1672651220,1,积极
1672652095,0,中性
1672652102,0,中性
1672652116,1,积极
1672652239,0,消极
1672652243,0,消极
1672652825,0,中性
1672652832,0,积极
1672656361,0,积极
1672656366,0,中性
1672656369,0,消极
1672656371,0,中性
1672656378,1,中性
1672659097,1,中性
1672659211,0,中性
1672659217,0,积极
1672659223,0,中性
1672659227,0,积极
1672659249,0,积极
1672659285,0,中性
1672659304,1,中性
1672659308,0,积极
1672659312,0,积极
1672659317,0,积极
1672671031,0,积极
1672675948,1,中性
1672675954,1,中性
1672675961,0,积极
1672675964,0,积极
1672675968,0,积极
1672675972,0,中性
1672675979,0,中性
1672675981,0,积极
1672676143,1,积极
1672676147,1,中性
1672676151,1,中性
1672676153,1,中性
1672676156,1,中性
1672676158,0,积极
1672676161,0,积极
1672676163,0,积极
1672677573,0,中性
1672677636,1,积极
1672677645,1,中性
1672677652,0,中性
1672677662,0,积极
1672677666,0,积极
1672677943,0,消极
1672677944,0,积极
1672677948,0,积极
1672677955,0,消极
1672677969,0,积极
1672678155,0,积极
1672678157,0,积极
1672678160,0,消极
1672678186,0,中性
1672678810,1,积极
1672678814,1,积极
1672678825,0,积极
1672678830,0,积极
1672684283,0,积极
1672708282,0,积极
1672708293,0,积极
1672708423,0,中性
1672708436,0,消极
1672708446,0,消极
1672712648,0,积极
1672712651,0,中性
1672716750,1,中性
1672717389,0,积极
1672717407,0,中性
1672720280,1,积极
1672722920,1,积极
1672722936,0,积极
1672722942,0,积极
1672723044,1,积极
1672723078,0,中性
1672724462,1,中性
1672724470,1,中性
1672724815,0,积极
1672724874,0,积极
1672724879,1,积极
1672724968,0,积极
1672726271,1,中性
1672726274,1,中性
1672726563,0,中性
1672726567,0,中性
1672731835,0,积极
1672731844,0,积极
1672731880,1,积极
1672731885,1,中性
1672731891,1,中性
1672731898,0,积极
1672731911,0,积极
1672731929,0,中性
1672731934,0,积极
1672731963,1,积极
1672731985,0,积极
1672731991,0,积极
1672732033,0,积极
1672734493,1,消极
1672734504,0,积极
1672734506,1,消极
1672734509,0,中性
1672734512,0,消极
1672734521,0,中性
1672734604,0,中性
1672734607,0,消极
1672734609,0,积极
1672734639,1,中性
1672734641,1,中性
1672734643,1,中性
1672734645,1,中性
1672734662,0,消极
1672734673,0,中性
1672734804,1,中性
1672734815,1,中性
1672734819,0,积极
1672734834,0,消极
1672734839,0,中性
1672734884,1,积极
1672734894,0,积极
1672738399,1,中性
1672738427,0,中性
1672738430,0,中性
1672738440,0,积极
1672738447,0,积极
1672741676,1,中性
1672741700,0,积极
1672741703,0,积极
1672741717,0,积极
1672741783,1,积极
1672743447,1,中性
1672743460,1,消极
1672743467,0,积极
1672743472,0,积极
1672743474,0,积极
1672747246,1,积极
1672747252,1,积极
1672747380,0,积极
1672747389,0,中性
1672747391,0,积极
1672748098,0,中性
1672748201,1,中性
1672748211,1,中性
1672748225,0,积极
1672748227,0,积极
1672748241,0,中性
1672748250,0,中性
1672748252,0,消极
1672748291,1,中性
1672748296,0,中性
1672748299,0,积极
1672749663,0,中性
1672749666,0,消极
1672751072,1,中性
1672751101,0,积极
1672751105,0,中性
1672751125,0,消极
1672751131,0,消极
1672751133,0,积极
1672752725,1,积极
1672752732,0,积极
1672752736,0,积极
1672752754,0,中性
1672752770,1,中性
1672752792,0,积极
1672752816,0,消极
1672752835,1,中性
1672752852,1,中性
1672752866,0,积极
1672752870,1,中性
1672752883,0,积极
1672754097,1,积极
1672754168,0,积极
1672754172,0,积极
1672755078,0,中性
1672755081,0,中性
1672755083,0,消极
1672755096,1,积极
1672755106,0,中性
1672755109,0,积极
1672755111,1,积极
1672755122,0,积极
1672755125,0,中性
1672755130,0,积极
1672755144,0,中性
1672755150,1,中性
1672755155,0,积极
1672755182,0,中性
1672755185,0,积极
1672755192,0,积极
1672755196,0,中性
1672755198,1,中性
1672755201,0,积极
1672755204,1,中性
1672755208,1,中性
1672755212,0,中性
1672755224,1,中性
1672755228,1,中性
1672755236,1,中性
1672755244,0,中性
1672755251,0,积极
1672755258,1,中性
1672755260,0,积极
1672755264,1,中性
1672755273,0,中性
1672755274,1,中性
1672755282,0,积极
1672755283,1,中性
1672755284,1,消极
1672755286,0,中性
1672755287,1,积极
1672755295,0,积极
1672755296,1,中性
1672755298,1,中性
1672755305,0,中性
1672755320,1,中性
1672755331,0,中性
1672755335,1,中性
1672755338,1,积极
1672755340,0,消极
1672755343,0,积极
1672755346,0,积极
1672755348,0,积极
1672755349,1,消极
1672755350,1,中性
1672755354,0,积极
1672755356,1,中性
1672755363,1,中性
1672755374,1,消极
1672755379,0,中性
1672755381,0,消极
1672755384,0,消极
1672755390,1,中性
1672755395,0,积极
1672755402,0,消极
1672755405,1,积极
1672755415,0,积极
1672755427,0,中性
1672755430,0,消极
1672755432,0,中性
1672755443,0,消极
1672755459,1,积极
1672755462,1,消极
1672755470,1,中性
1672755476,0,积极
1672755480,1,消极
1672755483,1,中性
1672755484,0,消极
1672755489,0,中性
1672755494,1,中性
1672755499,0,消极
1672755500,1,积极
1672755510,1,消极
1672755517,0,中性
1672755527,0,中性
1672755532,0,中性
1672755549,1,积极
1672755551,1,积极
1672755555,1,中性
1672755562,1,中性
1672755582,0,消极
1672755584,0,积极
1672755893,1,中性
1672755903,0,中性
1672755904,1,中性
1672755911,0,中性
1672755925,0,积极
1672756043,1,积极
1672756292,1,中性
1672756295,1,积极
1672756306,0,中性
1672756309,0,积极
1672756313,0,积极
1672756318,0,积极
1672756351,1,积极
1672756352,1,中性
1672756356,1,消极
1672756384,0,消极
1672756385,0,中性
1672756395,0,积极
1672756396,1,中性
1672756397,0,中性
1672756399,0,消极
1672756404,1,中性
1672756408,0,积极
1672756410,0,积极
1672756421,0,积极
1672756422,1,积极
1672756427,0,中性
1672756431,0,积极
1672756444,0,积极
1672756453,0,积极
1672756456,0,中性
1672756471,0,积极
1672756490,0,中性
1672756492,0,积极
1672756511,0,中性
1672756514,0,积极
1672756555,0,积极
1672756608,1,中性
1672756611,0,消极
1672756614,0,消极
1672756615,1,中性
1672756617,0,积极
1672756618,0,消极
1672756621,0,中性
1672756623,1,中性
1672756636,1,中性
1672756641,0,积极
1672756644,0,积极
1672756655,0,中性
1672756692,0,消极
1672756853,1,中性
1672756874,0,消极
1672756915,1,积极
1672756922,0,中性
1672756928,0,中性
1672758200,0,积极
1672758214,0,中性
1672758227,0,积极
1672758943,1,中性
1672758959,0,积极
1672759294,0,中性
1672759313,0,积极
1672759705,1,中性
1672759715,1,中性
1672759718,0,中性
1672759721,1,中性
1672759731,0,中性
1672759734,0,中性
1672759743,0,中性
1672759747,1,中性
1672759758,1,积极
1672759761,0,中性
1672759763,0,积极
1672759771,0,中性
1672759776,0,中性
1672759782,0,中性
1672759793,0,中性
1672759810,0,中性
1672759820,1,积极
1672759827,1,消极
1672759829,0,积极
1672759849,0,中性
1672759855,0,中性
1672759871,0,中性
1672759873,0,消极
1672759879,0,消极
1672760724,1,中性
1672760742,0,积极
1672760744,0,积极
1672760756,0,中性
1672760778,0,中性
1672760788,0,中性
1672760792,0,积极
1672760824,1,积极
1672760832,0,积极
1672760843,0,中性
1672760849,0,消极
1672760859,0,积极
1672760953,1,消极
1672760961,0,中性
1672761026,0,积极
1672761039,0,中性
1672761142,1,消极
1672761149,0,中性
1672761151,1,中性
1672761154,0,中性
1672761163,1,中性
1672761178,0,中性
1672761214,1,消极
1672761238,0,消极
1672761297,0,积极
1672761305,1,积极
1672761309,0,中性
1672761312,0,中性
1672761315,0,中性
1672761321,0,中性
1672761323,0,消极
1672761328,1,中性
1672761335,1,中性
1672761343,0,中性
1672761346,1,中性
1672761350,0,积极
1672761355,0,中性
1672761356,1,积极
1672761358,0,中性
1672761363,1,中性
1672761368,0,消极
1672761376,0,消极
1672761392,0,中性
1672761403,0,中性
1672761419,0,中性
1672761434,1,消极
1672761442,1,消极
1672761446,0,中性
1672761453,0,积极
1672761469,0,中性
1672761470,1,消极
1672761474,1,消极
1672761476,0,消极
1672761477,1,消极
1672761478,0,消极
1672761480,0,消极
1672761481,1,中性
1672761486,0,中性
1672761489,1,中性
1672761497,0,中性
1672761502,1,积极
1672761507,1,中性
1672761510,0,中性
1672761513,0,消极
1672761517,1,消极
1672761523,0,积极
1672761528,0,中性
1672761529,1,中性
1672761530,0,积极
1672761537,1,消极
1672761538,0,消极
1672761540,1,积极
1672761551,0,消极
1672761560,0,消极
1672761563,0,中性
1672761567,0,消极
1672761584,1,消极
1672761597,0,积极
1672761604,1,积极
1672761608,0,积极
1672762265,0,中性
1672762788,1,积极
1672762790,1,中性
1672762797,1,中性
1672762801,0,积极
1672762804,0,积极
1672762807,1,积极
1672762813,0,中性
1672762820,1,中性
1672762825,1,积极
1672762830,0,积极
1672762835,0,积极
1672762836,0,积极
1672762852,0,积极
1672762858,0,积极
1672763704,1,中性
1672763706,1,消极
1672763733,0,中性
1672763772,0,中性
1672763777,0,中性
1672763786,0,积极
1672763809,1,中性
1672763816,1,中性
1672763826,0,中性
1672763834,0,消极
1672763872,0,中性
1672763875,0,消极
1672763891,0,中性
1672764448,1,中性
1672764457,0,中性
1672764464,1,中性
1672764472,0,积极
1672764480,0,积极
1672764483,0,积极
1672764494,0,中性
1672764506,0,中性
1672764511,0,积极
1672765053,0,中性
1672765062,0,积极
1672765695,1,积极
1672765832,0,中性
1672765846,0,中性
1672765855,0,积极
1672765918,1,积极
1672765936,1,中性
1672765946,0,积极
1672765948,0,中性
1672766814,0,中性
1672766817,0,积极
1672766820,0,积极
1672766836,0,积极
1672767083,0,中性
1672767108,0,积极
1672767516,1,积极
1672767517,1,积极
1672767761,0,积极
1672767765,0,积极
1672767775,0,积极
1672767801,0,中性
1672767820,1,中性
1672767874,0,积极
1672767975,1,积极
1672774272,0,积极
1672798132,0,积极
1672799347,0,积极
1672799349,0,中性
1672801349,0,中性
1672801357,0,中性
1672801365,0,中性
1672801387,0,中性
1672801500,0,中性
1672801503,0,消极
1672801794,0,中性
1672801824,0,中性
1672803776,0,中性
1672803962,0,中性
1672803987,0,中性
1672804298,1,中性
1672804331,0,积极
1672804540,1,中性
1672804547,1,消极
1672804560,1,中性
1672804676,1,中性
1672804684,1,中性
1672804692,1,中性
1672804702,1,中性
1672804707,0,积极
1672804710,0,中性
1672804751,1,中性
1672804758,0,积极
1672804763,0,中性
1672804765,0,中性
1672804784,1,中性
1672804830,0,消极
1672804843,0,中性
1672804862,0,积极
1672804872,0,中性
1672804890,0,中性
1672804903,0,消极
1672804908,1,积极
1672804910,1,消极
1672804928,0,中性
1672805178,0,积极
1672805219,0,中性
1672806304,0,中性
1672807019,1,积极
1672807027,1,中性
1672807040,0,消极
1672807046,0,积极
1672807269,1,积极
1672807278,0,积极
1672807284,0,积极
1672807346,1,积极
1672807350,1,中性
1672807354,0,积极
1672807361,0,中性
1672807365,0,积极
1672808982,0,积极
1672808987,0,消极
1672808994,1,中性
1672809008,0,中性
1672809011,0,积极
1672809135,1,积极
1672809532,1,中性
1672809538,0,积极
1672809549,0,积极
1672813428,0,积极
1672813430,0,积极
1672813430,1,积极
1672813440,0,积极
1672813447,1,积极
1672813452,1,积极
1672813742,1,中性
1672813776,0,积极
1672813782,1,积极
1672815074,0,积极
1672817612,1,积极
1672817783,0,消极
1672817788,0,积极
1672817789,1,积极
1672817791,0,中性
1672817829,0,积极
1672818066,1,中性
1672818072,1,中性
1672818076,0,积极
1672818080,0,积极
1672818084,1,中性
1672818086,0,中性
1672818088,0,积极
1672818119,0,消极
1672818232,1,中性
1672818234,1,积极
1672818236,1,中性
1672818241,0,中性
1672818241,1,中性
1672818247,1,中性
1672818251,0,积极
1672818251,1,中性
1672818255,0,积极
1672818264,1,中性
1672818310,1,消极
1672818314,1,中性
1672818321,1,中性
1672818323,0,中性
1672818328,1,中性
1672818331,0,中性
1672818334,0,积极
1672818334,1,中性
1672818337,1,消极
1672818341,0,积极
1672818344,1,中性
1672818351,0,中性
1672818367,1,消极
1672818377,0,消极
1672818379,0,中性
1672818394,0,消极
1672818427,0,中性
1672818443,1,中性
1672818448,1,中性
1672818458,0,积极
1672818460,0,积极
1672818467,0,积极
1672818478,1,中性
1672818482,0,中性
1672818495,0,积极
1672818503,1,中性
1672818511,1,消极
1672818519,1,消极
1672818524,0,中性
1672818527,0,消极
1672818537,1,中性
1672818542,0,中性
1672818546,0,积极
1672818549,0,中性
1672818554,1,中性
1672818557,0,中性
1672818563,0,中性
1672818570,0,消极
1672818573,1,积极
1672818581,0,中性
1672820756,1,积极
1672820764,0,积极
1672821788,1,中性
1672821795,0,积极
1672821798,0,积极
1672821799,0,中性
1672821802,0,积极
1672821901,1,中性
1672821911,0,积极
1672821912,0,中性
1672821915,0,积极
1672825242,0,积极
1672826446,1,积极
1672827618,0,积极
1672827624,0,积极
1672827627,0,积极
1672831932,1,中性
1672831934,0,中性
1672831939,0,积极
1672831945,1,中性
1672831957,0,中性
1672831962,0,积极
1672831970,0,中性
1672831973,0,中性
1672831974,0,中性
1672831987,0,中性
1672831992,1,积极
1672832008,0,积极
1672832470,0,积极
1672832547,0,中性
1672832551,1,积极
1672832558,0,中性
1672832580,1,中性
1672832587,0,积极
1672832608,0,中性
1672832628,0,中性
1672832635,0,中性
1672832638,0,积极
1672832649,0,中性
1672832661,0,中性
1672832665,0,中性
1672832671,0,中性
1672832683,1,中性
1672832684,0,中性
1672832692,0,积极
1672832694,0,积极
1672832701,0,中性
1672832705,0,中性
1672832723,0,消极
1672832730,0,中性
1672832732,1,中性
1672832735,0,积极
1672832754,0,中性
1672832766,0,中性
1672832773,0,中性
1672832778,0,中性
1672832789,0,中性
1672832800,0,中性
1672832805,0,中性
1672832812,0,中性
1672832832,0,中性
1672832843,0,中性
1672832857,0,中性
1672832876,1,中性
1672832879,0,积极
1672832898,0,中性
1672832901,0,积极
1672832902,1,中性
1672832912,1,消极
1672832916,1,中性
1672832918,0,积极
1672832922,1,积极
1672832924,1,积极
1672832941,0,积极
1672832943,0,积极
1672832957,0,中性
