CreateTime,Des,Emotions
1642138004,1,中性
1642138010,0,消极
1642138016,1,中性
1642138020,1,消极
1642138023,0,消极
1642138045,0,积极
1642139004,0,积极
1642139221,1,积极
1642139226,0,积极
1642139300,1,积极
1642139311,0,消极
1642139333,1,消极
1642139348,0,消极
1642139351,0,消极
1642139375,0,中性
1642139390,0,中性
1642139597,1,中性
1642139603,1,中性
1642139606,0,中性
1642140681,1,中性
1642140695,0,中性
1642140698,0,积极
1642140699,1,中性
1642140709,0,积极
1642140916,1,消极
1642140975,1,消极
1642140995,0,消极
1642141000,0,积极
1642141044,0,消极
1642141045,0,积极
1642144245,1,消极
1642144377,0,消极
1642154387,0,中性
1642154394,1,积极
1642154401,1,中性
1642154418,0,消极
1642154421,0,中性
1642154475,1,积极
1642165467,1,中性
1642165502,0,消极
1642165512,0,积极
1642165530,0,消极
1642165562,0,中性
1642165570,1,中性
1642165573,1,中性
1642165593,0,消极
1642165615,1,中性
1642165620,1,消极
1642165636,0,积极
1642165646,1,积极
1642165673,0,消极
1642165686,0,消极
1642165688,1,积极
1642165695,0,消极
1642165696,1,中性
1642165720,0,消极
1642165739,0,中性
1642165790,1,积极
1642165807,0,中性
1642165831,0,中性
1642165868,0,中性
1642165903,0,中性
1642165919,0,中性
1642165941,0,中性
1642165946,0,中性
1642165969,1,中性
1642165973,1,积极
1642166047,0,中性
1642166092,0,积极
1642166128,0,中性
1642166204,0,积极
1642166227,0,中性
1642166259,1,中性
1642166272,1,中性
1642166302,0,中性
1642166328,0,积极
1642166341,1,中性
1642166342,0,中性
1642166346,1,中性
1642166349,0,中性
1642166355,0,中性
1642166359,1,中性
1642166361,0,中性
1642166398,1,中性
1642166404,0,消极
1642166409,0,消极
1642166419,1,消极
1642166422,0,中性
1642166429,0,中性
1642166453,0,中性
1642166487,0,消极
1642166498,0,消极
1642166501,0,积极
1642166507,0,中性
1642166550,1,中性
1642166562,0,积极
1642166569,0,积极
1642166582,0,积极
1642166618,1,积极
1642166637,0,积极
1642166641,0,积极
1642166656,0,积极
1642166669,0,中性
1642166674,0,积极
1642166716,1,积极
1642166731,0,积极
1642166734,0,积极
1642166735,0,积极
1642166742,0,积极
1642166748,0,消极
1642166755,1,积极
1642166781,1,中性
1642166842,0,积极
1642166848,0,中性
1642166861,0,积极
1642166871,0,中性
1642166873,0,积极
1642166877,1,中性
1642166880,0,中性
1642166882,0,消极
1642166889,0,积极
1642166901,0,中性
1642166907,1,中性
1642166916,0,积极
1642166919,0,中性
1642166938,1,消极
1642166982,0,消极
1642167002,1,中性
1642167011,0,消极
1642167014,0,中性
1642167048,0,消极
1642167054,0,消极
1642167060,0,中性
1642167065,0,中性
1642167071,0,中性
1642167234,1,积极
1642167277,0,积极
1642167283,0,消极
1642167288,0,积极
1642167292,1,消极
1642167301,1,消极
1642167308,0,消极
1642167326,1,中性
1642167332,0,中性
1642167339,0,中性
1642167360,0,中性
1642167388,1,积极
1642167397,0,积极
1642167448,0,积极
1642167509,1,消极
1642167550,0,消极
1642167636,0,积极
1642167642,0,中性
1642167643,0,中性
1642167670,1,积极
1642167693,0,消极
1642167702,0,中性
1642167708,0,消极
1642167719,0,中性
1642167725,0,中性
1642167729,1,消极
1642167733,1,消极
1642167738,1,中性
1642167743,0,中性
1642167745,1,积极
1642167761,0,积极
1642167783,0,消极
1642167792,0,中性
1642167799,0,中性
1642167826,0,积极
1642167830,1,中性
1642167842,0,中性
1642167844,0,积极
1642167853,0,中性
1642167856,0,中性
1642167859,0,中性
1642167871,0,中性
1642167872,0,中性
1642167884,0,中性
1642167886,0,中性
1642167955,1,积极
1642167963,1,中性
1642167966,1,中性
1642167974,1,中性
1642167977,1,中性
1642167987,0,中性
1642167998,0,消极
1642168002,0,中性
1642168005,0,积极
1642168008,1,中性
1642168013,0,中性
1642168045,0,积极
1642168050,1,积极
1642168055,0,中性
1642168062,0,中性
1642168069,0,积极
1642168075,0,中性
1642168076,1,积极
1642168077,1,积极
1642168083,0,中性
1642168119,0,中性
1642168129,0,中性
1642168130,1,积极
1642168131,0,积极
1642168145,1,消极
1642168161,0,消极
1642168167,0,积极
1642168168,0,积极
1642168171,1,积极
1642168179,1,中性
1642168186,0,积极
1642168188,1,积极
1642168192,0,中性
1642168252,0,中性
1642168253,1,消极
1642168260,1,积极
1642168261,0,消极
1642168267,0,积极
1642169226,1,中性
1642169239,1,中性
1642169239,0,积极
1642169249,0,积极
1642169262,0,积极
1642169267,0,积极
1642169271,1,积极
1642169274,1,消极
1642169277,0,消极
1642169278,1,中性
1642169283,0,中性
1642169287,0,中性
1642169294,1,消极
1642169295,0,积极
1642169301,1,消极
1642169302,0,中性
1642169313,0,消极
1642169322,0,中性
1642169331,0,中性
1642169334,0,积极
1642169423,1,中性
1642169434,0,积极
1642169439,1,中性
1642169442,0,积极
1642169445,0,积极
1642169526,0,中性
1642169530,0,积极
1642169531,0,消极
1642169534,0,消极
1642169536,0,积极
1642169544,1,积极
1642169548,1,积极
1642169555,1,积极
1642169559,0,积极
1642169577,0,消极
1642169583,1,积极
1642169590,1,积极
1642169598,0,积极
1642169602,0,积极
1642169604,0,中性
1642169607,0,积极
1642169610,0,积极
1642169611,0,积极
1642169614,0,积极
1642171077,1,消极
1642171079,1,消极
1642171087,1,中性
1642171149,0,积极
1642171319,1,中性
1642171361,0,积极
1642171364,0,积极
1642171371,1,消极
1642171373,1,消极
1642171415,0,中性
1642171438,1,消极
1642171490,0,中性
1642171491,0,积极
1642171497,0,中性
1642171510,1,中性
1642171575,0,中性
1642171580,0,积极
1642171581,0,积极
1642171608,1,积极
1642171657,0,中性
1642171677,1,消极
1642171703,0,消极
1642171715,1,中性
1642171840,0,消极
1642171844,0,积极
1642171849,1,积极
1642171861,1,中性
1642171864,0,消极
1642171870,0,消极
1642171876,0,消极
1642171878,0,积极
1642171890,1,中性
1642171893,1,消极
1642171927,0,消极
1642171930,0,积极
1642171944,0,消极
1642171947,1,中性
1642171963,1,积极
1642171967,0,消极
1642171969,0,消极
1642171982,1,消极
1642171987,0,积极
1642172077,0,积极
1642172079,0,积极
1642172090,0,积极
1642172144,1,积极
1642172170,0,积极
1642172175,0,积极
1642172295,1,中性
1642172299,1,积极
1642172364,0,消极
1642172370,0,消极
1642172375,0,中性
1642172416,0,中性
1642172425,1,中性
1642172573,0,消极
1642172578,0,中性
1642172651,1,积极
1642172655,1,中性
1642172791,0,中性
1642172796,0,消极
1642172803,1,中性
1642172805,1,中性
1642172815,0,中性
1642172846,1,积极
1642172886,0,中性
1642172904,1,积极
1642172999,0,中性
1642173000,0,消极
1642173002,0,积极
1642173007,0,中性
1642173018,1,中性
1642173057,0,积极
1642173061,0,中性
1642173075,0,中性
1642173238,1,消极
1642173244,1,消极
1642173311,0,消极
1642173312,0,积极
1642173316,0,积极
1642173416,1,积极
1642173431,1,中性
1642173433,1,中性
1642173444,0,积极
1642173539,0,中性
1642173553,1,消极
1642173563,1,积极
1642173624,0,中性
1642173631,0,中性
1642173635,0,积极
1642173662,1,中性
1642173761,0,积极
1642173807,0,积极
1642173810,0,中性
1642173812,0,积极
1642173922,1,积极
1642173929,1,积极
1642173935,0,积极
1642173937,0,中性
1642173952,0,积极
1642173957,0,中性
1642173991,1,中性
1642174021,0,积极
1642174027,0,积极
1642174055,1,中性
1642174063,1,中性
1642174068,0,中性
1642174144,1,中性
1642174159,0,积极
1642174163,0,中性
1642174164,0,消极
1642174165,0,消极
1642174173,0,中性
1642174175,0,消极
1642174178,0,积极
1642174191,1,消极
1642174199,0,中性
1642174209,0,中性
1642174273,1,消极
1642174284,1,消极
1642174436,1,中性
1642174446,0,积极
1642174480,0,中性
1642174485,0,消极
1642174538,1,积极
1642174571,0,积极
1642174572,0,消极
1642174578,1,消极
1642174597,0,消极
1642174599,0,中性
1642174603,0,积极
1642174604,0,消极
1642174606,0,消极
1642174614,1,中性
1642174623,0,消极
1642174627,0,中性
1642174628,0,中性
1642174630,0,中性
1642174632,0,消极
1642174641,1,消极
1642174653,0,中性
1642174655,0,消极
1642174659,0,积极
1642174662,1,中性
1642174670,1,积极
1642174682,0,消极
1642174687,0,积极
1642174691,0,中性
1642174726,0,消极
1642174735,0,积极
1642174774,0,中性
1642174804,1,积极
1642174821,0,消极
1642174829,0,中性
1642174830,0,消极
1642174885,0,消极
1642174896,0,积极
1642174899,0,消极
1642174902,0,消极
1642174984,1,中性
1642175210,0,消极
1642175213,0,消极
1642175216,0,消极
1642175253,1,消极
1642175274,0,消极
1642175279,1,消极
1642175327,0,消极
1642175333,0,积极
1642175359,0,中性
1642175360,1,积极
1642175361,0,消极
1642175363,1,消极
1642175364,0,中性
1642175367,1,积极
1642175385,0,积极
1642175388,0,消极
1642175391,0,中性
1642175395,0,积极
1642175396,1,中性
1642175406,1,积极
1642175410,0,积极
1642175412,0,积极
1642175415,0,积极
1642175431,1,积极
1642175447,0,积极
1642175452,1,积极
1642175609,0,积极
1642175623,0,消极
1642175683,0,积极
1642175685,0,积极
1642175824,0,积极
1642175831,1,中性
1642175854,1,消极
1642175867,0,消极
1642175878,0,积极
1642175883,0,消极
1642175948,0,积极
1642175959,1,消极
1642175961,0,积极
1642175963,0,消极
1642175974,0,消极
1642175999,1,中性
1642176009,0,消极
1642176518,0,消极
1642176522,0,消极
1642176523,1,积极
1642176610,1,消极
1642176647,0,消极
1642176649,0,消极
1642176657,0,消极
1642176718,0,消极
1642176722,1,中性
1642176728,1,消极
1642176729,0,积极
1642176733,0,消极
1642176785,0,积极
1642176789,0,积极
1642176792,0,消极
1642176896,1,中性
1642177104,1,积极
1642177213,1,消极
1642178926,0,积极
1642178945,0,消极
1642178964,0,消极
1642179131,1,中性
1642179147,0,中性
1642179170,0,积极
1642179259,1,消极
1642179261,1,消极
1642179273,0,积极
1642179288,0,积极
1642179313,0,中性
1642179356,0,消极
1642179382,0,积极
1642179502,1,中性
1642179515,0,消极
1642179635,0,消极
1642179666,1,积极
1642179676,0,消极
1642179692,0,消极
1642179700,1,中性
1642179742,0,消极
1642179815,1,积极
1642179860,0,消极
1642179875,0,消极
1642179904,0,消极
1642179930,1,积极
1642179948,0,积极
1642179959,0,消极
1642179971,0,消极
1642180011,1,中性
1642180028,1,中性
1642180066,0,积极
1642180102,0,积极
1642180121,0,消极
1642180169,0,中性
1642180250,0,消极
1642180450,1,中性
1642180455,1,中性
1642180463,1,中性
1642180467,1,积极
1642201859,0,中性
1642201879,0,积极
1642212285,1,中性
1642212433,0,消极
1642212536,1,积极
1642212655,0,积极
1642214777,0,中性
1642215491,1,中性
1642215772,0,中性
1642215779,1,中性
1642216656,0,积极
1642216670,0,中性
1642216684,0,消极
1642216698,1,消极
1642216709,0,消极
1642216711,0,积极
1642216723,0,积极
1642216724,0,消极
1642216732,1,积极
1642216737,1,消极
1642216741,0,积极
1642216748,0,中性
1642217087,1,积极
1642217127,1,中性
1642217142,0,积极
1642217301,1,积极
1642217305,1,中性
1642217316,1,中性
1642217328,0,积极
1642217335,0,积极
1642217338,0,积极
1642217824,0,消极
1642217825,1,中性
1642217939,1,中性
1642217945,1,消极
1642217956,0,消极
1642217963,0,中性
1642217966,0,消极
1642217982,0,积极
1642218348,1,中性
1642218352,1,中性
1642218373,0,中性
1642218386,0,中性
1642218400,0,中性
1642218413,1,中性
1642218429,1,积极
1642218440,1,中性
1642218469,0,消极
1642218480,0,消极
1642218487,1,中性
1642218491,1,积极
1642218506,0,中性
1642218509,0,中性
1642218562,0,积极
1642218564,1,积极
1642218581,1,积极
1642218590,0,积极
1642218613,0,积极
1642218630,0,消极
1642218631,0,消极
1642218637,0,消极
1642218640,0,积极
1642218641,1,积极
1642218648,1,积极
1642218652,0,消极
1642218659,1,消极
1642218676,0,积极
1642218690,0,积极
1642218717,0,积极
1642218733,0,积极
1642218812,1,积极
1642218826,0,积极
1642218839,0,中性
1642218854,0,积极
1642218858,0,消极
1642218859,0,积极
1642218877,0,消极
1642218879,0,中性
1642218890,1,积极
1642218921,0,中性
1642218936,0,中性
1642218942,0,中性
1642218944,0,中性
1642218952,1,积极
1642218972,0,积极
1642218973,0,积极
1642218987,1,消极
1642218989,0,积极
1642218995,0,中性
1642218998,0,积极
1642219004,0,消极
1642219014,1,积极
1642219016,0,积极
1642219036,0,积极
1642219044,0,消极
1642219049,0,消极
1642219064,1,消极
1642219072,0,消极
1642219076,0,消极
1642219082,0,积极
1642219083,1,消极
1642219103,0,中性
1642219105,0,中性
1642219120,1,积极
1642219127,0,消极
1642219131,0,消极
1642219148,0,中性
1642219151,0,中性
1642219161,1,中性
1642219187,0,消极
1642219195,0,中性
1642219205,0,中性
1642219214,0,中性
1642219225,0,中性
1642219237,0,中性
1642219239,0,中性
1642219254,0,中性
1642219262,0,中性
1642219267,0,积极
1642219304,1,积极
1642219344,0,消极
1642219415,1,消极
1642219436,0,中性
1642219456,0,消极
1642219465,0,消极
1642219479,1,消极
1642219496,0,中性
1642219502,0,中性
1642219511,0,消极
1642219512,1,中性
1642219519,0,中性
1642219533,0,中性
1642219548,0,消极
1642219556,0,消极
1642219557,0,中性
1642219573,1,消极
1642219618,0,积极
1642219654,0,消极
1642219662,0,中性
1642219669,0,中性
1642219676,0,中性
1642219678,0,积极
1642219686,1,积极
1642219725,0,消极
1642219735,0,中性
1642219740,0,消极
1642219751,0,消极
1642219764,0,中性
1642219771,0,消极
1642219831,1,中性
1642219832,0,中性
1642219851,0,中性
1642219860,0,中性
1642219892,1,消极
1642219926,0,积极
1642219929,0,积极
1642219942,0,积极
1642219972,0,中性
1642219980,0,消极
1642219981,0,积极
1642220014,0,积极
1642220024,0,中性
1642220033,0,中性
1642220050,0,中性
1642220076,0,中性
1642220104,1,积极
1642220107,1,消极
1642220127,0,消极
1642220131,0,消极
1642220141,0,中性
1642220152,0,积极
1642220158,0,积极
1642220164,1,中性
1642220191,0,消极
1642220193,0,中性
1642220204,0,中性
1642220244,1,积极
1642220250,0,中性
1642220251,1,中性
1642220253,0,积极
1642220268,0,积极
1642220288,0,积极
1642220296,1,消极
1642220297,0,积极
1642220317,1,中性
1642220324,0,中性
1642220330,0,积极
1642220335,0,消极
1642220344,0,积极
1642220345,1,积极
1642220359,0,消极
1642220365,0,消极
1642220370,0,消极
1642220382,1,消极
1642220394,0,消极
1642220412,0,消极
1642220481,0,消极
1642220486,0,积极
1642220489,1,消极
1642220501,1,积极
1642220510,1,中性
1642220526,0,中性
1642220531,0,消极
1642220533,0,中性
1642220535,0,积极
1642220542,1,消极
1642220559,0,积极
1642220580,0,中性
1642220584,0,积极
1642220597,0,中性
1642220636,0,中性
1642220637,1,消极
1642220643,0,积极
1642220648,0,积极
1642220671,1,积极
1642220680,0,积极
1642220751,0,积极
1642220776,1,消极
1642220793,0,中性
1642220809,0,积极
1642220819,0,中性
1642220822,0,中性
1642220833,0,中性
1642220898,0,中性
1642220910,1,中性
1642220936,0,积极
1642220939,0,积极
1642220943,0,消极
1642221001,1,积极
1642221276,0,中性
1642221279,0,积极
1642221283,0,消极
1642221287,0,消极
1642221288,1,中性
1642221293,1,积极
1642221298,0,中性
1642221302,1,积极
1642221306,1,中性
1642221320,0,中性
1642221327,0,中性
1642221332,0,中性
1642221351,1,积极
1642221353,0,积极
1642221404,0,积极
1642221414,1,消极
1642221418,0,消极
1642221420,0,中性
1642221421,1,中性
1642221424,0,积极
1642221426,0,积极
1642221475,0,中性
1642221480,0,消极
1642221483,0,积极
1642221505,1,积极
1642221509,1,积极
1642221514,1,中性
1642221528,0,积极
1642221538,0,消极
1642221539,0,积极
1642221554,0,积极
1642221561,0,积极
1642221569,1,积极
1642221575,1,积极
1642221638,0,积极
1642223416,1,积极
1642224778,0,积极
1642224833,1,消极
1642227316,0,积极
1642227353,1,中性
1642227360,0,中性
1642227365,1,积极
1642227425,0,积极
1642227449,1,积极
1642227454,0,积极
1642227459,0,消极
1642227460,1,中性
1642227461,1,积极
1642227464,0,积极
1642227467,0,中性
1642227469,0,积极
1642227494,0,中性
1642227543,1,中性
1642227549,0,中性
1642227560,1,消极
1642227570,0,中性
1642227578,0,中性
1642227581,0,积极
1642227727,0,消极
1642227778,0,消极
1642227785,1,中性
1642227792,1,积极
1642227794,0,积极
1642228313,1,中性
1642228344,0,中性
1642228491,0,积极
1642228521,0,中性
1642228588,1,中性
1642228596,0,积极
1642228610,0,中性
1642228623,0,中性
1642228647,0,消极
1642228682,1,积极
1642228685,1,积极
1642228704,0,中性
1642228707,0,消极
1642228814,1,中性
1642228926,1,中性
1642228939,1,中性
1642228947,1,消极
1642228980,0,积极
1642228999,0,积极
1642229042,0,消极
1642229093,1,积极
1642229278,1,中性
1642229289,0,积极
1642229307,1,积极
1642229319,0,中性
1642229320,0,积极
1642229326,0,中性
1642229329,0,积极
1642229340,0,中性
1642229341,1,中性
1642229345,1,积极
1642229612,0,积极
1642229614,0,积极
1642229632,0,消极
1642229735,1,消极
1642229791,0,消极
1642229803,0,积极
1642229828,0,中性
1642229838,0,中性
1642229884,1,中性
1642229912,0,中性
1642229927,0,中性
1642229937,0,中性
1642229944,0,消极
1642229951,0,积极
1642230295,1,中性
1642230752,0,积极
1642230760,1,消极
1642230798,0,积极
1642230800,0,中性
1642230815,1,积极
1642231450,1,消极
1642231568,0,中性
1642231570,0,消极
1642231577,1,积极
1642231595,0,中性
1642231602,1,中性
1642231605,0,中性
1642231608,0,积极
1642231615,0,中性
1642231621,0,中性
1642231622,0,中性
1642231627,1,中性
1642231642,0,积极
1642231672,0,积极
1642231734,1,积极
1642231737,1,中性
1642231739,1,积极
1642231743,0,中性
1642231754,0,积极
1642231768,0,中性
1642231772,0,消极
1642231778,0,积极
1642231856,1,积极
1642233098,0,中性
1642233154,0,消极
1642233200,1,中性
1642233296,1,中性
1642233307,0,中性
1642233322,1,中性
1642233328,1,中性
1642233505,0,中性
1642233513,0,中性
1642233519,1,积极
1642234316,0,消极
1642234322,0,中性
1642234342,0,中性
1642234353,1,中性
1642234354,0,中性
1642234362,0,中性
1642234364,0,积极
1642234370,1,中性
1642234376,0,中性
1642234381,0,积极
1642234384,1,积极
1642234396,0,积极
1642238483,1,中性
1642238515,0,消极
1642238518,0,积极
1642238519,0,消极
1642238570,1,中性
1642238574,1,中性
1642238596,0,积极
1642238643,1,消极
1642238898,1,积极
1642238904,1,积极
1642238984,0,积极
1642238986,0,消极
1642239921,1,中性
1642240021,0,积极
1642240023,0,消极
1642240424,1,消极
1642240426,1,中性
1642240443,0,消极
1642240448,0,中性
1642240459,0,消极
1642240461,0,消极
1642240467,0,消极
1642240471,0,积极
1642240473,0,积极
1642240480,0,中性
1642240518,1,中性
1642240524,1,消极
1642240528,0,中性
1642240541,0,消极
1642240547,0,消极
1642240568,1,中性
1642240588,0,消极
1642240598,0,中性
1642240868,1,积极
1642240880,1,中性
1642240891,0,中性
1642240892,1,中性
1642240904,1,消极
1642240986,0,消极
1642240988,0,中性
1642241012,0,积极
1642241013,0,中性
1642241015,0,中性
1642241146,1,中性
1642241154,1,中性
1642241163,0,积极
1642241931,1,中性
1642241935,1,中性
1642241951,0,中性
1642241962,0,积极
1642241975,1,中性
1642241987,0,积极
1642241992,0,消极
1642241998,0,积极
1642242002,0,中性
1642242006,0,中性
1642242022,1,中性
1642242197,0,消极
1642242220,1,积极
1642242234,0,积极
1642242834,1,中性
1642242846,0,中性
1642242858,0,积极
1642242865,0,积极
1642242976,1,积极
1642242990,0,积极
1642242999,0,积极
1642243052,1,积极
1642243063,0,消极
1642243074,1,中性
1642243086,0,积极
1642243094,0,中性
1642243108,0,积极
1642243116,1,积极
1642243127,1,中性
1642243216,1,中性
1642243221,0,消极
1642243225,1,中性
1642243239,0,中性
1642243246,0,中性
1642243249,1,中性
1642243256,1,中性
1642243257,0,积极
1642243261,1,积极
1642243263,0,积极
1642243266,0,中性
1642243267,1,中性
1642243269,1,中性
1642243270,0,中性
1642243271,1,中性
1642243272,0,中性
1642243273,1,中性
1642243274,0,中性
1642243275,1,中性
1642243276,0,中性
1642243277,1,中性
1642243278,0,中性
1642243279,1,中性
1642243280,0,中性
1642243281,1,中性
1642243282,0,中性
1642243283,1,中性
1642243284,0,中性
1642243285,0,中性
1642243286,1,中性
1642243287,0,中性
1642243288,0,中性
1642243289,1,中性
1642243290,0,中性
1642243291,0,中性
1642243294,1,中性
1642243295,1,中性
1642243297,1,中性
1642243298,0,积极
1642243300,0,中性
1642243303,0,中性
1642243304,1,中性
1642243306,1,中性
1642243308,0,中性
1642243310,1,积极
1642243311,0,中性
1642243312,0,中性
1642243316,1,中性
1642243317,1,中性
1642243318,0,积极
1642243320,0,中性
1642243322,0,中性
1642243323,1,中性
1642243325,0,中性
1642243327,1,中性
1642243328,0,中性
1642243329,1,中性
1642243331,0,积极
1642243333,1,中性
1642243335,0,中性
1642243371,1,积极
1642243378,0,积极
1642243379,0,中性
1642243383,1,积极
1642243386,0,积极
1642243388,1,积极
1642243392,0,积极
1642243394,1,积极
1642243396,0,积极
1642243398,1,积极
1642243400,0,积极
1642243402,1,中性
1642243405,0,中性
1642243410,1,中性
1642243412,0,中性
1642243415,1,中性
1642243417,0,中性
1642243424,0,中性
1642243427,1,中性
1642243430,0,中性
1642243441,1,积极
1642243448,0,消极
1642243458,0,积极
1642243496,0,中性
1642243499,1,中性
1642243501,0,中性
1642243505,0,消极
1642243506,1,消极
1642243534,0,积极
1642243615,1,消极
1642243744,0,积极
1642243748,0,积极
1642243749,1,中性
1642243749,1,中性
1642243766,0,中性
1642243770,0,积极
1642243774,1,中性
1642243782,1,中性
1642243785,0,中性
1642243787,0,积极
1642243791,1,积极
1642243837,0,积极
1642243863,1,中性
1642243866,1,积极
1642243878,0,积极
1642243881,0,消极
1642243884,0,中性
1642243891,0,中性
1642243917,0,中性
1642243923,1,积极
1642243935,0,消极
1642243936,1,中性
1642243942,0,积极
1642243945,0,消极
1642243951,0,消极
1642243953,1,中性
1642243957,1,积极
1642243962,0,中性
1642243980,0,积极
1642243982,0,中性
1642243985,0,消极
1642243992,0,消极
1642244098,1,中性
1642244105,0,积极
1642244113,0,积极
1642244125,0,中性
1642244127,0,积极
1642244199,1,积极
1642244488,1,积极
1642244495,0,消极
1642244500,0,积极
1642244517,1,积极
1642244668,0,积极
1642244675,0,积极
1642244680,0,积极
1642244694,1,中性
1642244734,0,积极
1642244780,1,积极
1642244804,0,积极
1642244809,0,积极
1642244810,0,消极
1642244934,0,消极
1642244939,0,中性
1642244940,0,消极
1642244966,1,积极
1642245095,1,中性
1642245895,1,消极
1642246051,0,消极
1642246061,0,积极
1642246065,0,消极
1642246067,0,消极
1642246084,0,消极
1642246114,0,消极
1642246116,0,消极
1642246141,0,中性
1642246158,1,中性
1642246163,1,积极
1642246171,0,积极
1642246183,0,积极
1642246192,0,中性
1642246196,1,积极
1642246223,0,积极
1642246226,0,积极
1642246302,1,积极
1642246308,1,积极
1642246362,0,积极
1642246367,0,积极
1642246373,0,中性
1642246381,0,中性
1642246404,0,中性
1642246410,0,中性
1642246415,1,积极
1642246419,0,中性
1642246423,0,积极
1642246424,1,消极
1642246437,0,消极
1642246452,0,消极
1642246454,0,消极
1642246457,1,积极
1642246460,1,中性
1642246462,1,中性
1642246465,1,积极
1642246469,1,消极
1642246473,0,积极
1642246479,0,中性
1642246495,1,中性
1642246567,0,中性
1642246574,0,积极
1642246711,1,积极
1642246942,1,积极
1642246949,1,中性
1642247213,0,积极
1642247224,0,积极
1642247236,0,积极
1642247261,1,积极
1642247305,0,积极
1642247321,1,积极
1642247335,1,中性
1642247339,0,中性
1642247344,0,消极
1642247348,0,积极
1642247408,1,中性
1642247413,1,消极
1642247424,0,积极
1642247556,0,积极
1642247560,0,中性
1642247575,1,中性
1642247640,0,中性
1642247820,1,积极
1642247880,0,积极
1642247974,0,中性
1642247977,0,消极
1642247983,0,中性
1642247989,0,中性
1642247996,1,积极
1642248003,0,中性
1642248009,0,中性
1642248011,0,消极
1642248017,1,积极
1642248022,0,积极
1642248503,0,积极
1642248553,1,积极
1642250929,0,积极
1642250931,0,积极
1642251115,0,中性
1642251116,0,积极
1642251438,1,中性
1642251444,1,积极
1642251457,0,积极
1642251467,1,中性
1642251472,0,积极
1642251478,0,积极
1642251497,0,中性
1642251502,1,中性
1642251507,1,中性
1642251510,0,积极
1642251896,1,积极
1642251908,0,中性
1642252000,0,中性
1642252005,0,积极
1642252618,1,积极
1642252624,1,消极
1642252627,0,中性
1642252647,0,中性
1642257713,0,中性
1642257724,0,中性
1642257743,0,中性
1642257798,0,消极
1642257812,1,中性
1642257814,0,中性
1642257822,0,中性
1642257826,0,中性
1642257827,0,积极
1642257834,0,积极
1642257862,1,消极
1642257874,0,中性
1642257884,0,中性
1642257892,0,积极
1642257899,1,积极
1642257916,0,中性
1642257921,0,消极
1642257928,0,积极
1642257946,0,消极
1642257950,0,中性
1642257963,1,中性
1642257971,0,中性
1642257976,0,积极
1642257985,0,中性
1642257991,1,中性
1642258002,0,中性
1642258026,1,中性
1642258035,0,消极
1642258045,0,消极
1642258076,1,积极
1642258083,0,中性
1642258099,0,中性
1642258102,0,积极
1642258109,0,中性
1642258113,0,中性
1642258119,0,中性
1642258124,0,中性
1642258135,0,中性
1642258143,0,积极
1642259217,0,积极
1642259222,0,消极
1642259230,0,消极
1642259245,1,中性
1642259251,0,积极
1642259253,1,消极
1642259256,0,积极
1642259265,0,中性
1642259270,0,消极
1642259604,1,积极
1642259616,0,消极
1642259619,0,积极
1642259627,0,中性
1642259648,1,积极
1642259652,1,中性
1642259655,0,积极
1642259657,0,消极
1642259674,1,消极
1642259679,0,中性
1642259689,0,中性
1642259694,0,消极
1642259698,1,中性
1642259708,0,积极
1642259714,0,中性
1642259716,0,消极
1642259728,0,积极
1642259733,0,中性
1642259769,1,中性
1642259779,0,积极
1642259787,0,中性
1642259792,0,积极
1642259843,0,中性
1642259851,1,消极
1642259853,1,积极
1642259862,0,中性
1642259867,0,积极
1642260897,0,积极
1642260899,0,消极
1642260913,1,中性
1642260919,0,中性
1642261142,0,积极
1642261190,1,消极
1642261224,0,积极
1642261229,0,中性
1642261232,0,中性
1642261319,0,积极
1642261321,0,消极
1642261340,1,积极
1642261352,0,中性
1642261359,1,积极
1642261501,0,积极
1642262311,1,积极
1642262575,0,积极
1642262580,0,中性
1642262591,0,积极
1642262593,0,积极
1642262596,0,积极
1642262615,0,积极
1642262642,1,中性
1642262650,0,中性
1642262679,0,中性
1642262686,0,积极
1642262884,0,积极
1642262886,0,消极
1642262917,1,积极
1642262942,0,积极
1642262944,0,积极
1642262952,0,积极
1642263099,1,消极
1642263450,0,消极
1642263457,0,积极
1642263475,1,消极
1642263478,1,消极
1642263486,0,积极
1642263489,0,积极
1642263568,1,积极
1642263576,0,积极
1642263584,0,积极
1642263590,1,消极
1642263594,0,积极
1642263596,0,积极
1642263598,1,中性
1642263600,1,积极
1642263613,0,积极
1642263653,0,中性
1642263660,1,中性
1642263660,0,积极
1642263663,1,中性
1642266651,1,中性
1642266657,0,中性
1642266659,0,积极
1642266869,1,中性
1642266873,1,中性
1642266882,0,中性
1642266886,1,积极
1642266893,0,中性
1642266921,1,积极
1642266934,1,积极
1642266953,0,消极
1642266960,0,中性
1642266964,0,积极
1642266965,0,积极
1642266980,1,积极
1642266987,0,中性
1642267006,1,积极
1642268347,1,中性
1642268555,0,消极
1642268656,1,积极
1642268693,0,积极
1642268700,0,积极
1642268705,0,积极
1642268714,1,中性
1642268723,1,积极
1642268732,0,积极
1642268736,0,积极
1642268758,1,消极
1642268768,1,中性
1642268774,0,消极
1642268778,0,积极
1642268784,1,中性
1642268790,0,消极
1642268805,0,积极
1642268815,0,消极
1642268818,1,中性
1642268853,0,积极
1642268855,1,积极
1642268866,0,积极
1642268877,0,中性
1642268881,0,积极
